;Name;Location;Year;Kilometers_Driven;Fuel_Type;Transmission;Owner_Type;Mileage;Engine;Power;Seats;New_Price;Price
4252;Hyundai EON Era Plus;Coimbatore;2015;34063;Petrol;Manual;First;21,1;814;55,2;5;;4010
4253;Honda Amaze S Petrol;Kolkata;2013;32576;Petrol;Manual;First;19,5;1199;88,76;5;7,36;3150
4254;Ford Figo Aspire 1.5 Ti-VCT Titanium;Mumbai;2015;28843;Petrol;Automatic;First;17,01;1499;110,5;5;;5490
4255;Renault Duster 110PS Diesel RxL AMT;Bangalore;2016;26000;Diesel;Automatic;Second;19,6;1461;108,45;5;;10000
4256;Honda City V AT;Kolkata;2013;39000;Petrol;Automatic;First;15,6;1497;116,3;5;;4550
4257;Maruti Alto LXi;Mumbai;2010;66000;Petrol;Manual;First;19,7;796;46,3;5;;1500
4258;Hyundai i10 Magna 1.2;Kolkata;2011;38002;Petrol;Manual;First;20,36;1197;78,9;5;;2150
4259;Chevrolet Spark 1.0 LS;Chennai;2010;49000;Petrol;Manual;Second;18;995;62;5;;1400
4260;Skoda Rapid 1.5 TDI Ambition Plus;Bangalore;2014;52000;Diesel;Manual;First;21,14;1498;103,6;5;;6200
4261;Audi A6 2011-2015 2.0 TDI Premium Plus;Mumbai;2013;56500;Diesel;Automatic;First;17,68;1968;174,33;5;;19800
4262;Honda Jazz 1.2 V i VTEC;Mumbai;2015;20568;Petrol;Manual;First;18,7;1199;88,7;5;;5600
4263;Hyundai Creta 1.6 SX Plus Dual Tone Petrol;Mumbai;2015;26000;Petrol;Manual;First;15,29;1591;121,3;5;;9500
4264;Chevrolet Beat LS;Delhi;2012;56000;Petrol;Manual;First;18,6;1199;79,4;5;;2210
4265;Datsun redi-GO T Option;Coimbatore;2017;27509;Petrol;Manual;First;22,7;799;53,64;5;4,04;3310
4266;Hyundai Xcent 1.2 Kappa S Option;Kochi;2016;36216;Petrol;Manual;First;19,1;1197;81,86;5;;5440
4267;Mercedes-Benz E-Class 230 E AT;Kolkata;2009;28888;Petrol;Automatic;First;10;2496;157,7;5;;7560
4268;Maruti Swift ZDi;Jaipur;2011;120000;Diesel;Manual;Second;22,9;1248;74;5;;3200
4269;Maruti Celerio ZXI;Kochi;2018;31396;Petrol;Manual;First;23,1;998;67,04;5;;5530
4270;Skoda Octavia Elegance 2.0 TDI AT;Hyderabad;2015;79000;Diesel;Automatic;First;19,3;1968;141;5;;17000
4271;Honda City 1.5 V AT;Delhi;2010;62000;Petrol;Automatic;First;16,8;1497;118;5;;3550
4272;Honda Aord V6 AT;Chennai;2006;120000;Petrol;Automatic;Second;9;2997;218;5;;2650
4273;Skoda Superb Style 1.8 TSI AT;Mumbai;2016;53000;Petrol;Automatic;First;14,67;1798;177,46;5;33,36;17850
4274;Toyota Innova 2.5 G (Diesel) 8 Seater;Coimbatore;2010;124313;Diesel;Manual;First;12,99;2494;100,6;8;;7960
4275;Maruti Celerio VXI AT;Pune;2015;26725;Petrol;Automatic;First;23,1;998;67,04;5;;4250
4276;Maruti Ertiga VDI;Kolkata;2014;45617;Diesel;Manual;First;20,77;1248;88,76;7;;5850
4277;Mercedes-Benz A Class A180 CDI;Mumbai;2013;37000;Diesel;Automatic;First;20;2143;107,3;5;;13000
4278;Mahindra Xylo E2;Kochi;2010;109147;Diesel;Manual;First;14;2498;112;8;;2650
4279;Honda Amaze E i-Dtech;Ahmedabad;2014;59000;Diesel;Manual;First;25,8;1498;98,6;5;;4750
4280;Renault KWID RXT;Pune;2015;28000;Petrol;Manual;First;25,17;799;53,3;5;;2650
4281;Renault KWID RXT;Pune;2017;4700;Petrol;Manual;First;25,17;799;53,3;5;;3000
4282;Audi Q7 3.0 TDI Quattro Premium Plus;Coimbatore;2014;72469;Diesel;Automatic;First;12,07;2967;241,4;7;;32520
4283;Hyundai Verna 1.6 SX CRDI (O) AT;Pune;2014;57539;Diesel;Automatic;First;22,32;1582;126,32;5;;7750
4284;Toyota Innova Crysta 2.8 ZX AT;Delhi;2016;42000;Diesel;Automatic;First;11,36;2755;171,5;7;26,55;19600
4285;Hyundai i20 Sportz Option;Delhi;2010;62489;Petrol;Manual;First;17;1197;80;5;;2600
4286;Volkswagen Polo Petrol Comfortline 1.2L;Mumbai;2013;51167;Petrol;Manual;First;16,47;1198;73,9;5;;3760
4287;Volkswagen Vento Diesel Trendline;Chennai;2012;130000;Diesel;Manual;First;20,54;1598;103,6;5;;4750
4288;Honda City ZX GXi;Mumbai;2007;63000;Petrol;Manual;Second;17,7;1497;78;5;;1750
4289;Hyundai Verna Transform Xxi ABS;Bangalore;2011;60000;Petrol;Manual;First;16,2;1599;103,2;5;;3950
4290;Hyundai Aent GLE;Pune;2005;123200;Petrol;Manual;Second;13,2;1495;94;5;;1000
4291;Skoda Laura Ambiente 2.0 TDI CR AT;Jaipur;2011;115692;Diesel;Automatic;First;20;1968;138,1;5;;4500
4292;Mercedes-Benz E-Class 2009-2013 E 250 Elegance;Coimbatore;2011;87073;Petrol;Automatic;First;10,93;2497;204;5;;17230
4293;Hyundai i20 Sportz 1.2;Kochi;2015;40901;Petrol;Manual;First;18,6;1197;81,83;5;;5760
4294;Hyundai i10 Magna 1.2;Coimbatore;2013;36264;Petrol;Manual;First;20,36;1197;78,9;5;;4320
4295;Hyundai i10 Magna 1.1L;Delhi;2009;60000;Petrol;Manual;Second;19,81;1086;68,05;5;;1900
4296;Volkswagen Ameo 1.2 MPI Anniversary Edition;Pune;2018;20000;Petrol;Manual;First;17;1198;74;5;;5500
4297;Toyota Camry 2.5 G;Mumbai;2014;68400;Petrol;Automatic;First;12,98;2494;178,4;5;;13500
4298;Mahindra XUV500 W8 2WD;Bangalore;2013;71231;Diesel;Manual;Second;16;2179;140;7;;9750
4299;Skoda Superb Elegance 2.0 TDI CR AT;Hyderabad;2011;75000;Diesel;Automatic;First;17,2;1968;138,1;5;;9440
4300;Maruti Wagon R VXI AMT;Mumbai;2018;1997;Petrol;Automatic;First;22,5;998;67;5;6,14;4450
4301;Maruti Vitara Brezza ZDi Plus Dual Tone;Pune;2016;47300;Diesel;Manual;First;24,3;1248;88,5;5;11,96;8850
4302;Hyundai Santro Xing GL;Delhi;2012;61449;Petrol;Manual;First;0;1086;62;5;;2150
4303;Volkswagen Vento Diesel Comfortline;Kochi;2013;47910;Diesel;Manual;First;20,54;1598;103,6;5;;4890
4304;Volkswagen Polo 1.5 TDI Highline;Hyderabad;2015;62000;Diesel;Manual;First;20,14;1498;88,8;5;;6250
4305;Maruti Swift ZDi;Chennai;2012;65060;Diesel;Manual;First;22,9;1248;74;5;;4800
4306;Hyundai i10 Era 1.1;Jaipur;2008;82203;Petrol;Manual;First;19,81;1086;68,05;5;;1800
4307;Mahindra XUV500 W8 2WD;Kolkata;2013;44000;Diesel;Manual;First;16;2179;140;7;;7250
4308;Maruti Ertiga VDI;Coimbatore;2014;53817;Diesel;Manual;First;25,47;1248;88,5;7;11,44;7560
4309;Mahindra XUV500 W8 2WD;Kochi;2013;61591;Diesel;Manual;First;16;2179;140;7;;6820
4310;Tata Manza Aura Quadrajet BS IV;Jaipur;2011;86500;Diesel;Manual;Second;21,12;1248;88,8;5;;1800
4311;Mercedes-Benz E-Class 280 CDI;Pune;2009;100000;Diesel;Automatic;First;11;2987;198,5;5;;11500
4312;Maruti SX4 Zxi with Leather BSIII;Chennai;2010;87000;Petrol;Manual;First;15,6;1586;104,68;5;;2800
4313;Maruti Wagon R AMT VXI;Hyderabad;2016;35000;Petrol;Automatic;First;20,51;998;67;5;;5500
4314;Datsun GO NXT;Kolkata;2016;6000;Petrol;Manual;First;20,63;1198;67,06;5;;2700
4315;Ford Figo Diesel ZXI;Jaipur;2014;59327;Diesel;Manual;First;20;1399;68;5;;3250
4316;Skoda Superb Elegance 2.0 TDI CR AT;Coimbatore;2014;81001;Diesel;Automatic;First;17,2;1968;138,1;5;;10900
4317;Hyundai i20 1.2 Magna;Kochi;2014;44612;Petrol;Manual;First;18,5;1197;80;5;;4070
4318;Toyota Innova Crysta 2.8 ZX AT;Ahmedabad;2016;42388;Diesel;Automatic;First;11,36;2755;171,5;7;24,63;18000
4319;Honda Brio V MT;Mumbai;2012;54000;Petrol;Manual;First;19,4;1198;86,8;5;;2950
4320;Skoda Superb Elegance 2.0 TDI CR AT;Mumbai;2011;83010;Diesel;Automatic;First;17,2;1968;138,1;5;;7500
4321;Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde;Coimbatore;2016;65405;Diesel;Automatic;First;13;2143;204;5;;32730
4322;Toyota Fortuner 4x2 AT TRD Sportivo;Delhi;2015;36000;Diesel;Automatic;Second;12,55;2982;168,7;7;;21500
4323;Maruti SX4 ZXI MT BSIV;Pune;2008;85000;Petrol;Manual;First;16,51;1586;103,2;5;;2500
4324;Honda Jazz 1.5 V i DTEC;Ahmedabad;2016;35000;Diesel;Manual;First;27,3;1498;98,6;5;;5500
4325;Toyota Corolla Altis 2008-2013 1.8 VL AT;Mumbai;2012;54000;Petrol;Automatic;First;14,53;1794;138,1;5;;7500
4326;Honda City ZX VTEC;Mumbai;2007;70000;Petrol;Manual;First;16,9;1497;100;5;;1550
4327;BMW X1 xDrive 20d M Sport;Kolkata;2017;27001;Diesel;Automatic;First;20,68;1995;190;5;50,26;29000
4328;Maruti Swift DDiS VDI;Coimbatore;2019;41075;Diesel;Manual;First;28,4;1248;74;5;;8400
4329;Mahindra KUV 100 mFALCON D75 K8;Hyderabad;2016;26000;Diesel;Manual;First;25,32;1198;77;6;;6500
4330;Honda Jazz Mode;Mumbai;2010;55000;Petrol;Manual;First;16;1198;90;5;;2350
4331;Maruti Swift ZXI;Mumbai;2016;19000;Petrol;Manual;First;20,4;1197;81,8;5;;5550
4332;Hyundai Grand i10 Asta Option AT;Mumbai;2016;15000;Petrol;Automatic;First;18,9;1197;82;5;;5350
4333;Honda Amaze SX i-VTEC;Chennai;2016;37000;Petrol;Manual;First;17,8;1198;86,7;5;;5250
4334;Hyundai Grand i10 1.2 Kappa Sportz;Coimbatore;2017;38712;Petrol;Manual;First;18,9;1197;81,86;5;7,45;5870
4335;Volkswagen Vento Diesel Comfortline;Kochi;2014;52400;Diesel;Manual;First;20,54;1598;103,6;5;;5360
4336;Maruti Ciaz 1.3 S;Bangalore;2016;23988;Diesel;Manual;First;28,09;1248;88,5;5;;7750
4337;Volkswagen Vento Petrol Highline AT;Kochi;2014;32283;Petrol;Automatic;Second;14,4;1598;103,6;5;;5410
4338;Hyundai i20 1.2 Magna;Bangalore;2010;52000;Petrol;Manual;First;18,5;1197;80;5;;3650
4339;Honda Brio VX AT;Pune;2016;32000;Petrol;Automatic;First;16,5;1198;86,8;5;;5250
4340;Honda City i VTEC VX;Kolkata;2014;39000;Petrol;Manual;First;17,4;1497;117,3;5;;6250
4341;Tata Nano XT;Coimbatore;2017;14149;Petrol;Manual;First;23,9;624;37,48;4;;3470
4342;Mercedes-Benz S Class 2005 2013 S 350 L;Mumbai;2006;103000;Petrol;Automatic;First;10,13;3498;364,9;5;;8850
4343;Maruti Wagon R LXI BSIII;Pune;2004;82000;Petrol;Manual;First;14;1061;64;5;;850
4344;Skoda Superb Elegance 1.8 TSI AT;Mumbai;2015;34000;Petrol;Automatic;First;13,7;1798;157,75;5;;13650
4345;Audi Q7 35 TDI Quattro Technology;Coimbatore;2016;45180;Diesel;Automatic;First;12,07;2967;241,4;7;;50220
4346;Maruti Swift ZXI Plus;Ahmedabad;2018;2000;Petrol;Manual;First;22;1197;81,8;5;8,16;7750
4347;Toyota Innova 2.5 G4 Diesel 7-seater;Coimbatore;2011;82321;Diesel;Manual;First;12,8;2494;102;7;;10050
4348;BMW 3 Series 320i Sedan;Kolkata;2011;7000;Petrol;Automatic;First;12,05;1995;154;5;;9750
4349;Mercedes-Benz GLA Class 200 CDI SPORT;Delhi;2015;27000;Diesel;Automatic;First;17,9;2143;136;5;;23000
4350;Toyota Innova Crysta 2.4 VX MT 8S;Coimbatore;2019;31271;Diesel;Manual;First;13,68;2393;147,8;8;24,01;21420
4351;Maruti Esteem LX BSII;Jaipur;2003;55000;Petrol;Manual;Third;15,9;1298;null ;5;;700
4352;Maruti Swift VDI BSIV;Delhi;2014;24000;Diesel;Manual;First;25,2;1248;74;5;;5210
4353;Toyota Innova 2.5 GX (Diesel) 7 Seater;Hyderabad;2009;147000;Diesel;Manual;First;12,99;2494;100,6;7;;7500
4354;Toyota Etios Liva GD;Delhi;2012;72351;Diesel;Manual;First;23,59;1364;null ;5;;2650
4355;Chevrolet Beat LT;Chennai;2010;115000;Petrol;Manual;First;18,6;1199;79,4;5;;1750
4356;Ford Ikon 1.4 TDCi DuraTorq;Jaipur;2010;82000;Diesel;Manual;Second;13,8;1399;68;5;;1000
4357;Mercedes-Benz New C-Class C 220 CDI Avantgarde;Delhi;2016;20000;Diesel;Automatic;First;19,27;2143;170;5;;33000
4358;Toyota Etios G;Kolkata;2011;45560;Petrol;Manual;First;17,6;1496;88,73;5;;2200
4359;Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV;Kochi;2017;57539;Diesel;Manual;First;12,8;2494;102;7;;12830
4360;BMW 6 Series Gran Coupe;Kochi;2018;20004;Diesel;Automatic;First;17,54;2993;313;4;;68940
4361;Skoda Rapid 1.5 TDI Ambition;Mumbai;2012;54500;Diesel;Manual;First;21,13;1498;108,4;5;13,72;4100
4362;Hyundai EON Magna;Jaipur;2016;27886;Petrol;Manual;First;22;814;55;5;;2850
4363;Honda CR-V 2.4L 4WD AT;Mumbai;2007;66000;Petrol;Automatic;First;11,1;2354;158,8;5;;3700
4364;Skoda Laura Elegance 2.0 TDI CR AT;Coimbatore;2013;72202;Diesel;Automatic;First;20;1968;138,1;5;;9060
4365;Skoda Laura RS;Delhi;2011;70000;Petrol;Manual;Second;13,4;1798;157,8;5;;4750
4366;Honda City i DTec S;Jaipur;2015;78233;Diesel;Manual;First;26;1498;98,6;5;;6600
4367;Tata New Safari 4X4 EX;Chennai;2007;120203;Diesel;Manual;Second;13,93;2179;138;7;;3500
4368;Maruti Zen Estilo LXI BS IV;Pune;2011;20575;Petrol;Manual;First;19;998;67,1;5;;2000
4369;Honda Amaze S i-VTEC;Mumbai;2013;39879;Petrol;Manual;First;17,8;1198;86,7;5;;3890
4370;Renault KWID 1.0 RXL;Jaipur;2017;31056;Petrol;Manual;First;23,01;999;67;5;;3600
4371;Maruti Ciaz AT ZXi;Mumbai;2015;50940;Petrol;Automatic;First;19,12;1373;91,1;5;;6950
4372;Hyundai i20 Asta Option 1.4 CRDi;Coimbatore;2016;99362;Diesel;Manual;First;22,54;1396;88,73;5;;7030
4373;Toyota Innova Crysta 2.4 ZX MT;Ahmedabad;2016;54000;Diesel;Manual;First;13,68;2393;147,8;7;23,14;16500
4374;Maruti Ciaz ZDi Plus SHVS;Coimbatore;2016;54268;Diesel;Manual;First;28,09;1248;88,5;5;;7670
4375;Jaguar XF Diesel;Coimbatore;2012;94521;Diesel;Automatic;First;14,74;2993;270,9;5;;23190
4376;Hyundai Xcent 1.2 Kappa S;Kochi;2017;38932;Petrol;Manual;First;19,1;1197;82;5;;6210
4377;Porsche Cayenne Diesel;Coimbatore;2015;60395;Diesel;Automatic;First;16,12;2967;245;5;;45820
4378;Hyundai Xcent 1.1 CRDi S;Mumbai;2016;29000;Diesel;Manual;First;24,4;1120;71;5;;5950
4379;Audi A4 2.0 TDI Multitronic;Delhi;2011;58000;Diesel;Automatic;First;16,55;1968;140;5;;11000
4380;Maruti Ciaz RS ZXi Plus;Coimbatore;2016;60913;Petrol;Manual;First;20,73;1373;91,1;5;;7190
4381;Toyota Innova 2.5 G4 Diesel 8-seater;Delhi;2011;65000;Diesel;Manual;First;12,8;2494;102;8;;6400
4382;Mercedes-Benz New C-Class 220 CDI MT;Chennai;2015;26000;Diesel;Manual;First;15,8;2148;170;5;;26000
4383;Hyundai i10 Sportz;Hyderabad;2016;19947;Petrol;Manual;First;20,36;1197;78,9;5;;4500
4384;Hyundai i10 Sportz 1.2 AT;Chennai;2011;70816;Petrol;Automatic;First;16,95;1197;78,9;5;;3100
4385;Maruti Baleno Zeta 1.3;Delhi;2015;54000;Diesel;Manual;First;27,39;1248;74;5;;5950
4386;Maruti Zen Estilo 1.1 VXI BSIII;Delhi;2008;138000;Petrol;Manual;First;18,2;1061;64;5;;1200
4387;BMW 7 Series 730Ld;Chennai;2014;35000;Diesel;Automatic;First;16,46;2993;258;5;;52000
4388;Audi Q7 4.2 TDI Quattro Technology;Bangalore;2015;50000;Diesel;Automatic;First;11,33;4134;335,2;7;;48000
4389;BMW X5 xDrive 30d;Hyderabad;2011;124652;Diesel;Automatic;First;11,7;2993;245;5;;21990
4390;Maruti Ritz LXI;Hyderabad;2013;80264;Petrol;Manual;First;21,1;1197;85,8;5;;4300
4391;Nissan Sunny 2011-2014 Diesel XL;Pune;2013;125600;Diesel;Manual;First;21,64;1461;84,8;5;;3750
4392;Toyota Corolla Altis 1.8 Limited Edition;Mumbai;2015;49000;Petrol;Manual;First;14,28;1798;138,03;5;;8950
4393;Toyota Etios VXD;Pune;2012;111000;Diesel;Manual;First;23,59;1364;67,1;5;;4750
4394;Toyota Corolla Altis GL MT;Coimbatore;2016;33690;Petrol;Manual;First;14,28;1798;138,03;5;;14600
4395;Audi A6 2011-2015 2.0 TDI Premium Plus;Mumbai;2012;50000;Diesel;Automatic;First;17,68;1968;174,33;5;;17500
4396;Maruti Ertiga ZDI;Kolkata;2012;38092;Diesel;Manual;First;20,77;1248;88,8;7;;5200
4397;Hyundai Grand i10 Sportz;Coimbatore;2017;47774;Petrol;Manual;First;18,9;1197;82;5;;6040
4398;Tata Indigo CS LX (TDI) BS III;Chennai;2009;167000;Diesel;Manual;Second;19,09;1396;69;5;;2700
4399;Maruti Swift Dzire AMT ZDI;Chennai;2019;65000;Diesel;Automatic;First;26,59;1248;74;5;;6750
4400;Volkswagen Polo Petrol Highline 1.6L;Kolkata;2011;46000;Petrol;Manual;First;15,26;1598;103,5;5;;2350
4401;Tata Tiago 1.2 Revotron XZ WO Alloy;Hyderabad;2017;16500;Petrol;Manual;First;23,84;1199;84;5;6,29;5000
4402;Honda City i VTEC VX;Kolkata;2016;39000;Petrol;Manual;First;17,8;1497;117,3;5;;6950
4403;Honda Amaze V Petrol;Jaipur;2018;6000;Petrol;Manual;First;19,5;1199;86,76;5;8,18;6700
4404;Audi A4 35 TDI Premium;Hyderabad;2015;60000;Diesel;Automatic;First;17,11;1968;174,33;5;;25000
4405;Volkswagen Vento Petrol Highline AT;Chennai;2011;97320;Petrol;Automatic;First;14,4;1598;103,6;5;;3750
4406;Volkswagen Vento Diesel Trendline;Chennai;2011;99807;Diesel;Manual;First;20,54;1598;103,6;5;;3750
4407;Honda City 1.5 S MT;Pune;2013;46000;Petrol;Manual;First;17;1497;118;5;;5100
4408;Maruti Wagon R LXI;Mumbai;2010;12000;Petrol;Manual;First;22,5;998;67,04;5;5,04;2450
4409;Skoda Superb 2.8 V6 AT;Kolkata;2005;13002;Petrol;Automatic;First;9,3;2771;193,1;5;;3250
4410;Honda City i DTEC SV;Kolkata;2014;26000;Diesel;Manual;First;26;1498;98,6;5;;5500
4411;Maruti Wagon R LXI CNG;Kochi;2014;68365;CNG;Manual;First;26,6;998;58,16;5;;3770
4412;Mercedes-Benz M-Class ML 350 4Matic;Coimbatore;2016;27833;Diesel;Automatic;First;0;2987;165;5;;49240
4413;Maruti Alto 800 LXI;Kochi;2016;51639;Petrol;Manual;First;22,74;796;47,3;5;;3040
4414;Hyundai i20 Magna 1.2;Delhi;2015;21000;Petrol;Manual;First;18,6;1197;81,83;5;;4900
4415;Ford Ecosport 1.5 DV5 MT Trend;Bangalore;2013;90000;Diesel;Manual;First;22,7;1498;89,84;5;;6250
4416;BMW 3 Series GT 320d Luxury Line;Hyderabad;2015;36255;Diesel;Automatic;First;19,59;1995;184;5;;33000
4417;BMW X5 xDrive 30d;Chennai;2011;58000;Diesel;Automatic;Second;11,7;2993;245;5;;27000
4418;Honda Amaze S i-Vtech;Coimbatore;2014;48997;Petrol;Manual;Second;18;1198;86,7;5;;5210
4419;Ford EcoSport 1.5 Ti VCT MT Titanium;Mumbai;2014;31130;Petrol;Manual;First;15,85;1499;110,4;5;;5750
4420;Jaguar XF 3.0 Litre S Premium Luxury;Coimbatore;2012;75668;Diesel;Automatic;First;14,74;2993;270,9;5;;16580
4421;Toyota Corolla 1.8 J;Delhi;2015;12000;Petrol;Manual;First;14,53;1798;138;5;;11000
4422;Hyundai i10 Sportz;Pune;2014;90000;Petrol;Manual;Second;20,36;1197;78,9;5;;2800
4423;Mercedes-Benz New C-Class C220 CDI Executive Edition;Kochi;2019;17320;Diesel;Automatic;First;15,8;2148;170;5;;37990
4424;Skoda Laura Ambiente 2.0 TDI CR MT;Delhi;2011;85000;Diesel;Manual;Second;20;1968;108,5;5;;3650
4425;Ford Endeavour 4x2 XLT;Hyderabad;2007;130000;Diesel;Manual;First;13,1;2499;141;7;;6000
4426;Ford Figo Petrol EXI;Coimbatore;2013;60328;Petrol;Manual;First;15,6;1196;70;5;;4540
4427;Honda Amaze S i-Vtech;Kochi;2015;34327;Petrol;Manual;First;18;1198;86,7;5;;5400
4428;Tata Indica Vista TDI LS;Mumbai;2014;75000;Diesel;Manual;First;19,1;1405;70;5;;3300
4429;Volvo XC60 D4 Summum;Hyderabad;2012;86000;Diesel;Automatic;Second;14,7;1985;163;5;;18250
4430;Datsun Redi GO Sport;Bangalore;2017;12000;Petrol;Manual;First;22,7;799;53;5;;3100
4431;Hyundai EON Era Plus;Kochi;2013;57759;Petrol;Manual;First;21,1;814;55,2;5;;3840
4432;Maruti Alto 800 VXI;Kolkata;2016;24300;Petrol;Manual;First;22,74;796;47,3;5;;2440
4433;Volkswagen Polo Petrol Trendline 1.2L;Bangalore;2011;66000;Petrol;Manual;Second;16,47;1198;73,9;5;;3600
4434;Hyundai i10 Asta;Mumbai;2015;75915;Petrol;Manual;First;20,36;1197;78,9;5;;3900
4435;Nissan Sunny 2011-2014 XL;Chennai;2013;107000;Petrol;Manual;Second;16,95;1498;97,7;5;;2900
4436;Toyota Corolla Altis G;Chennai;2008;86000;Petrol;Manual;Second;14,53;1798;138,1;5;;3500
4437;Hyundai Verna CRDi ABS;Chennai;2009;160000;Diesel;Manual;Second;18,1;1493;110;5;;3500
4438;Maruti Alto 800 2016-2019 LXI Optional;Jaipur;2019;3000;Petrol;Manual;First;24,7;796;47,3;5;;3500
4439;Hyundai i20 Sportz 1.4 CRDi;Hyderabad;2015;72495;Diesel;Manual;First;21,9;1396;88,76;5;;7000
4440;Hyundai Verna 1.6 CRDi AT S;Chennai;2016;33000;Diesel;Automatic;First;19,08;1582;126,2;5;;8700
4441;Audi Q7 3.0 TDI Quattro Technology;Hyderabad;2014;60000;Diesel;Automatic;First;12,07;2967;241,4;7;;45000
4442;Tata Indica V2 eLS;Hyderabad;2016;80103;Diesel;Manual;First;25;1396;69;5;;1800
4443;Chevrolet Spark 1.0 LS;Kolkata;2007;42100;Petrol;Manual;First;18;995;62;5;;990
4444;Hyundai Grand i10 1.2 Kappa Magna;Kolkata;2018;4500;Petrol;Manual;First;18,9;1197;81,86;5;6,4;4800
4445;Toyota Fortuner 4x4 MT TRD Sportivo;Mumbai;2014;97000;Diesel;Manual;First;12,55;2982;169;7;;17950
4446;Mahindra E Verito D4;Chennai;2016;50000;Electric;Automatic;First;;72;41;5;13,58;13000
4447;Hyundai Grand i10 1.2 Kappa Asta;Kochi;2017;51223;Petrol;Manual;First;18,9;1197;81,86;5;7,48;5660
4448;Honda City 1.5 S MT;Delhi;2009;64000;Petrol;Manual;First;17;1497;118;5;;3100
4449;Hyundai Elite i20 Petrol Asta;Kochi;2016;56911;Petrol;Manual;First;18,6;1197;81,86;5;;6540
4450;Toyota Innova 2.5 G4 Diesel 8-seater;Hyderabad;2015;147848;Diesel;Manual;First;12,8;2494;102;8;;13200
4451;Ford Mustang V8;Kochi;2018;21290;Petrol;Automatic;First;13;4951;395;4;83,92;56800
4452;Toyota Innova Crysta 2.8 GX AT;Kochi;2019;14076;Diesel;Automatic;First;11,36;2755;171,5;7;20,74;19400
4453;Maruti Zen Estilo 1.1 VXI BSIII;Ahmedabad;2007;75180;Petrol;Manual;First;18,2;1061;64;5;;1650
4454;Maruti Swift ZDi;Jaipur;2013;92000;Diesel;Manual;Second;22,9;1248;74;5;;4350
4455;Fiat Avventura MULTIJET Emotion;Hyderabad;2015;57266;Diesel;Manual;First;20,5;1248;91,72;5;;6500
4456;Maruti Zen Estilo VXI BSIII;Delhi;2007;64000;Petrol;Manual;First;18,2;998;67,1;5;;1110
4457;Renault Duster 85PS Diesel RxL;Mumbai;2013;41000;Diesel;Manual;First;19,87;1461;83,8;5;;5500
4458;Mitsubishi Pajero 2.8 SFX;Delhi;2012;45999;Diesel;Manual;First;10,5;2835;107,2;6;;11000
4459;Maruti Celerio VXI AT;Pune;2015;50000;Petrol;Automatic;First;23,1;998;67,04;5;;3900
4460;Tata Indica V2 DLS BSIII;Pune;2013;70000;Diesel;Manual;First;17,88;1405;48,21;5;;1800
4461;Hyundai Elite i20 Petrol Asta;Kochi;2016;37540;Petrol;Manual;First;18,6;1197;81,86;5;;6220
4462;Maruti Celerio VXI AT;Hyderabad;2014;44000;Petrol;Automatic;First;23,1;998;67,04;5;;4300
4463;Hyundai Grand i10 1.2 Kappa Asta;Hyderabad;2017;22500;Petrol;Manual;First;18,9;1197;81,86;5;7,82;5990
4464;Hyundai i20 1.2 Magna Executive;Delhi;2017;17431;Petrol;Manual;First;18,6;1197;81,83;5;;6000
4465;Hyundai Verna 1.6 SX VTVT (O);Delhi;2014;61566;Petrol;Manual;First;17,1;1591;121,3;5;;5850
4466;Land Rover Freelander 2 SE;Kochi;2014;61730;Diesel;Automatic;First;12,39;2179;147,51;5;;19940
4467;Maruti Swift VXI BSIII;Chennai;2009;68000;Petrol;Manual;First;16,1;1298;88,2;5;;2900
4468;Honda Amaze SX i-VTEC;Mumbai;2014;29000;Petrol;Manual;First;18;1198;86,7;5;;4250
4469;Toyota Corolla Altis Diesel D4DG;Hyderabad;2010;156210;Diesel;Manual;First;21,43;1364;87,2;5;;5990
4470;Honda Amaze S Diesel;Kolkata;2013;46500;Diesel;Manual;First;27,4;1498;98,6;5;8,54;3300
4471;Audi A6 3.0 TDI quattro;Coimbatore;2009;52830;Diesel;Automatic;Second;16,77;2967;241,38;5;;8080
4472;Maruti Wagon R VXI;Jaipur;2017;39867;Petrol;Manual;First;22,5;998;67,04;5;5,44;4500
4473;Honda Mobilio E i DTEC;Hyderabad;2014;58972;Diesel;Manual;First;24,2;1498;98,6;7;;6500
4474;Honda CR-V 2.4 4WD AT;Bangalore;2006;66000;Petrol;Automatic;Second;10,1;2354;152;5;;3900
4475;Hyundai Verna 1.6 SX VTVT (O);Delhi;2013;52000;Petrol;Manual;First;17,1;1591;121,3;5;;5250
4476;Hyundai Santa Fe 4x4 AT;Bangalore;2014;58000;Diesel;Automatic;First;11,72;2199;194,3;7;;17000
4477;Hyundai i10 Sportz AT;Ahmedabad;2012;58000;Petrol;Automatic;First;16,95;1197;78,9;5;;3500
4478;Ford Fusion Plus 1.4 TDCi Diesel;Hyderabad;2008;75000;Diesel;Manual;Second;17,7;1399;68;5;;3000
4479;Hyundai i10 Sportz;Coimbatore;2015;41008;Petrol;Manual;Second;20,36;1197;78,9;5;;4870
4480;Hyundai Xcent 1.1 CRDi SX Option;Jaipur;2014;65000;Diesel;Manual;First;24,4;1120;71;5;;6000
4481;Skoda Superb Style 2.0 TDI AT;Mumbai;2015;19000;Diesel;Automatic;First;18,19;1968;174,5;5;36,94;15500
